filename,class_name,original_folder,file_path,split
Tr-gl_593.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_593.npz,train
Tr-gl_720.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_720.npz,train
Tr-no_241.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_241.npz,train
Tr-no_1008.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1008.npz,train
Tr-no_835.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_835.npz,train
Tr-pi_858.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_858.npz,train
Tr-no_766.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_766.npz,train
Tr-me_421.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_421.npz,train
Tr-gl_1358.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1358.npz,train
Tr-aug-me_58.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-aug-me_58.npz,train
Tr-pi_593.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_593.npz,train
Tr-no_134.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_134.npz,train
Tr-me_260.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_260.npz,train
Tr-no_1032.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1032.npz,train
Tr-gl_758.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_758.npz,train
Tr-no_399.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_399.npz,train
Tr-gl_15.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_15.npz,train
Tr-no_226.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_226.npz,train
Tr-gl_859.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_859.npz,train
Tr-gl_972.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_972.npz,train
Tr-no_458.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_458.npz,train
Tr-gl_855.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_855.npz,train
Tr-pi_728.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_728.npz,train
Tr-pi_1193.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1193.npz,train
Tr-aug-me_39.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-aug-me_39.npz,train
Tr-pi_1005.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1005.npz,train
Tr-no_959.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_959.npz,train
Tr-pi_263.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_263.npz,train
Tr-me_725.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_725.npz,train
Tr-gl_1155.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1155.npz,train
Tr-me_793.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_793.npz,train
Tr-me_674.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_674.npz,train
Tr-no_1232.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1232.npz,train
Tr-gl_1051.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1051.npz,train
Tr-no_923.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_923.npz,train
Tr-gl_1387.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1387.npz,train
Tr-pi_58.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_58.npz,train
Tr-me_466.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_466.npz,train
Tr-no_571.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_571.npz,train
Tr-me_157.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_157.npz,train
Tr-no_1011.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1011.npz,train
Tr-no_1012.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1012.npz,train
Tr-gl_131.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_131.npz,train
Tr-me_1067.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1067.npz,train
Tr-gl_1067.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1067.npz,train
Tr-gl_518.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_518.npz,train
Tr-gl_296.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_296.npz,train
Tr-gl_503.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_503.npz,train
Tr-no_1337.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1337.npz,train
Tr-me_996.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_996.npz,train
Tr-no_623.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_623.npz,train
Tr-pi_358.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_358.npz,train
Tr-me_20.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_20.npz,train
Tr-me_197.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_197.npz,train
Tr-me_159.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_159.npz,train
Tr-no_81.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_81.npz,train
Tr-no_1106.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1106.npz,train
Tr-gl_589.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_589.npz,train
Tr-gl_383.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_383.npz,train
Tr-me_247.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_247.npz,train
Tr-gl_723.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_723.npz,train
Tr-gl_119.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_119.npz,train
Tr-gl_743.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_743.npz,train
Tr-pi_977.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_977.npz,train
Tr-me_225.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_225.npz,train
Tr-no_577.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_577.npz,train
Tr-gl_787.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_787.npz,train
Tr-pi_954.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_954.npz,train
Tr-no_215.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_215.npz,train
Tr-gl_583.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_583.npz,train
Tr-pi_104.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_104.npz,train
Tr-me_428.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_428.npz,train
Tr-gl_25.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_25.npz,train
Tr-no_961.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_961.npz,train
Tr-gl_1177.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1177.npz,train
Tr-pi_1046.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1046.npz,train
Tr-pi_1048.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1048.npz,train
Tr-gl_111.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_111.npz,train
Tr-gl_249.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_249.npz,train
Tr-gl_711.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_711.npz,train
Tr-me_498.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_498.npz,train
Tr-me_123.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_123.npz,train
Tr-gl_725.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_725.npz,train
Tr-pi_1161.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1161.npz,train
Tr-no_2.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_2.npz,train
Tr-me_828.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_828.npz,train
Tr-gl_541.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_541.npz,train
Tr-no_145.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_145.npz,train
Tr-me_144.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_144.npz,train
Tr-me_626.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_626.npz,train
Tr-me_1249.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1249.npz,train
Tr-gl_277.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_277.npz,train
Tr-me_431.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_431.npz,train
Tr-pi_729.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_729.npz,train
Tr-gl_561.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_561.npz,train
Tr-aug-me_95.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-aug-me_95.npz,train
Tr-gl_287.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_287.npz,train
Tr-no_730.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_730.npz,train
Tr-gl_1008.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1008.npz,train
Tr-me_865.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_865.npz,train
Tr-no_31.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_31.npz,train
Tr-pi_557.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_557.npz,train
Tr-no_698.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_698.npz,train
Tr-gl_571.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_571.npz,train
Tr-me_612.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_612.npz,train
Tr-pi_818.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_818.npz,train
Tr-no_1237.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1237.npz,train
Tr-pi_1328.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1328.npz,train
Tr-gl_52.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_52.npz,train
Tr-gl_1011.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1011.npz,train
Tr-no_230.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_230.npz,train
Tr-gl_683.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_683.npz,train
Tr-no_77.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_77.npz,train
Tr-gl_1305.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1305.npz,train
Tr-pi_847.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_847.npz,train
Tr-no_453.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_453.npz,train
Tr-gl_202.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_202.npz,train
Tr-gl_49.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_49.npz,train
Tr-pi_982.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_982.npz,train
Tr-gl_587.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_587.npz,train
Tr-pi_286.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_286.npz,train
Tr-pi_919.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_919.npz,train
Tr-no_16.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_16.npz,train
Tr-no_551.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_551.npz,train
Tr-gl_360.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_360.npz,train
Tr-me_640.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_640.npz,train
Tr-gl_398.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_398.npz,train
Tr-gl_1327.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1327.npz,train
Tr-pi_555.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_555.npz,train
Tr-no_1029.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1029.npz,train
Tr-no_854.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_854.npz,train
Tr-no_38.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_38.npz,train
Tr-no_1007.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1007.npz,train
Tr-pi_679.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_679.npz,train
Tr-gl_838.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_838.npz,train
Tr-pi_499.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_499.npz,train
Tr-gl_663.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_663.npz,train
Tr-me_202.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_202.npz,train
Tr-gl_431.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_431.npz,train
Tr-pi_412.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_412.npz,train
Tr-me_66.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_66.npz,train
Tr-me_241.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_241.npz,train
Tr-gl_488.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_488.npz,train
Tr-me_721.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_721.npz,train
Tr-gl_548.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_548.npz,train
Tr-pi_718.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_718.npz,train
Tr-me_610.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_610.npz,train
Tr-gl_99.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_99.npz,train
Tr-gl_597.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_597.npz,train
Tr-pi_52.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_52.npz,train
Tr-me_315.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_315.npz,train
Tr-pi_739.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_739.npz,train
Tr-me_1042.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1042.npz,train
Tr-no_329.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_329.npz,train
Tr-gl_558.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_558.npz,train
Tr-gl_476.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_476.npz,train
Tr-pi_987.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_987.npz,train
Tr-me_322.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_322.npz,train
Tr-no_608.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_608.npz,train
Tr-no_115.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_115.npz,train
Tr-no_1006.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1006.npz,train
Tr-no_1130.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1130.npz,train
Tr-pi_93.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_93.npz,train
Tr-pi_1181.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1181.npz,train
Tr-gl_688.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_688.npz,train
Tr-pi_1221.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1221.npz,train
Tr-gl_757.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_757.npz,train
Tr-gl_369.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_369.npz,train
Tr-me_1083.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1083.npz,train
Tr-pi_698.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_698.npz,train
Tr-pi_81.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_81.npz,train
Tr-gl_640.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_640.npz,train
Tr-pi_765.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_765.npz,train
Tr-gl_873.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_873.npz,train
Tr-pi_1156.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1156.npz,train
Tr-me_1282.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1282.npz,train
Tr-pi_905.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_905.npz,train
Tr-no_280.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_280.npz,train
Tr-me_33.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_33.npz,train
Tr-gl_805.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_805.npz,train
Tr-no_104.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_104.npz,train
Tr-gl_816.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_816.npz,train
Tr-gl_1027.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1027.npz,train
Tr-pi_762.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_762.npz,train
Tr-pi_1126.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1126.npz,train
Tr-no_1099.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1099.npz,train
Tr-pi_607.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_607.npz,train
Tr-no_565.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_565.npz,train
Tr-gl_1018.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1018.npz,train
Tr-gl_292.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_292.npz,train
Tr-gl_1260.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1260.npz,train
Tr-aug-me_80.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-aug-me_80.npz,train
Tr-no_559.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_559.npz,train
Tr-no_902.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_902.npz,train
Tr-no_656.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_656.npz,train
Tr-no_496.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_496.npz,train
Tr-no_982.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_982.npz,train
Tr-pi_1017.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1017.npz,train
Tr-no_239.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_239.npz,train
Tr-no_101.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_101.npz,train
Tr-pi_277.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_277.npz,train
Tr-pi_652.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_652.npz,train
Tr-no_1082.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1082.npz,train
Tr-gl_435.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_435.npz,train
Tr-pi_1019.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1019.npz,train
Tr-no_876.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_876.npz,train
Tr-pi_713.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_713.npz,train
Tr-gl_1206.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1206.npz,train
Tr-gl_1319.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1319.npz,train
Tr-pi_1098.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1098.npz,train
Tr-me_169.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_169.npz,train
Tr-no_999.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_999.npz,train
Tr-no_807.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_807.npz,train
Tr-me_244.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_244.npz,train
Tr-gl_852.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_852.npz,train
Tr-gl_1044.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1044.npz,train
Tr-me_385.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_385.npz,train
Tr-gl_53.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_53.npz,train
Tr-no_1183.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1183.npz,train
Tr-pi_789.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_789.npz,train
Tr-me_413.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_413.npz,train
Tr-me_1266.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1266.npz,train
Tr-gl_243.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_243.npz,train
Tr-gl_1257.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1257.npz,train
Tr-gl_890.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_890.npz,train
Tr-no_1209.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1209.npz,train
Tr-pi_863.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_863.npz,train
Tr-gl_731.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_731.npz,train
Tr-me_283.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_283.npz,train
Tr-gl_13.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_13.npz,train
Tr-me_753.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_753.npz,train
Tr-no_276.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_276.npz,train
Tr-no_310.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_310.npz,train
Tr-pi_719.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_719.npz,train
Tr-no_121.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_121.npz,train
Tr-me_1001.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1001.npz,train
Tr-no_354.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_354.npz,train
Tr-no_1118.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1118.npz,train
Tr-pi_1034.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1034.npz,train
Tr-gl_861.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_861.npz,train
Tr-pi_1168.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1168.npz,train
Tr-gl_709.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_709.npz,train
Tr-pi_795.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_795.npz,train
Tr-me_306.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_306.npz,train
Tr-me_652.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_652.npz,train
Tr-gl_1041.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1041.npz,train
Tr-pi_801.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_801.npz,train
Tr-no_1386.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1386.npz,train
Tr-no_355.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_355.npz,train
Tr-me_321.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_321.npz,train
Tr-pi_476.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_476.npz,train
Tr-no_1388.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1388.npz,train
Tr-pi_107.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_107.npz,train
Tr-gl_1348.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1348.npz,train
Tr-me_633.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_633.npz,train
Tr-no_843.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_843.npz,train
Tr-me_954.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_954.npz,train
Tr-pi_1134.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1134.npz,train
Tr-pi_1078.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_1078.npz,train
Tr-no_1227.npz,notumor,Training,processed/kaggle_normalized/Training/notumor/Tr-no_1227.npz,train
Tr-me_780.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_780.npz,train
Tr-me_70.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_70.npz,train
Tr-pi_589.npz,pituitary,Training,processed/kaggle_normalized/Training/pituitary/Tr-pi_589.npz,train
Tr-me_660.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_660.npz,train
Tr-me_1107.npz,meningioma,Training,processed/kaggle_normalized/Training/meningioma/Tr-me_1107.npz,train
Tr-gl_1208.npz,glioma,Training,processed/kaggle_normalized/Training/glioma/Tr-gl_1208.npz,train
